info: cargo-llvm-cov currently setting cfg(coverage); you can opt-out it by passing --no-cfg-coverage
   Compiling auto-rust v0.2.0 (C:\My Script\auto-rust)
    Finished `test` profile [unoptimized] target(s) in 53.85s
     Running unittests src\lib.rs (target\llvm-cov-target\debug\deps\auto-b54427a9c358f6d5.exe)
test utils::native_input::tests::test_jittered_delay_ms_zero_variance ... ok
test utils::native_input::tests::test_native_input_backend_trait ... ok
test utils::navigation::tests::test_page_settle_deadline ... ok
test utils::navigation::tests::test_ready_state_values ... ok
test utils::navigation::tests::test_referrer_list_valid_urls ... ok
test utils::navigation::tests::test_referrers_array_has_values ... ok
test utils::page_size::tests::test_center_position ... ok
test utils::page_size::tests::test_center_position_odd_dimensions ... ok
test utils::page_size::tests::test_document_size_struct_fields ... ok
test utils::page_size::tests::test_element_coords_invalid_nan ... ok
test utils::page_size::tests::test_element_coords_invalid_negative_width ... ok
test utils::page_size::tests::test_element_coords_invalid_zero_height ... ok
test utils::page_size::tests::test_element_coords_invalid_zero_width ... ok
test utils::page_size::tests::test_element_coords_valid ... ok
test utils::page_size::tests::test_random_position_small_viewport ... ok
test utils::page_size::tests::test_random_position_distribution ... ok
test utils::page_size::tests::test_random_position_with_edge_ratio ... ok
test utils::page_size::tests::test_random_position_with_edge_ratio_clamps_high_ratio ... ok
test utils::page_size::tests::test_random_position_with_edge_ratio_small_viewport ... ok
test utils::page_size::tests::test_random_position_with_edge_ratio_zero ... ok
test utils::page_size::tests::test_random_position_with_large_margin ... ok
test utils::page_size::tests::test_random_position_within_bounds ... ok
test utils::page_size::tests::test_random_position_zero_margin ... ok
test utils::page_size::tests::test_viewport_struct_fields ... ok
test utils::payload::tests::read_bool_missing ... ok
test utils::payload::tests::read_bool_or_defaults ... ok
test utils::payload::tests::read_bool_or_present ... ok
test utils::payload::tests::read_bool_present ... ok
test utils::payload::tests::read_bool_string_false ... ok
test utils::payload::tests::read_bool_string_true ... ok
test utils::payload::tests::read_i32_or_defaults ... ok
test utils::payload::tests::read_i32_or_present ... ok
test utils::payload::tests::read_i32_present ... ok
test utils::payload::tests::read_i32_string ... ok
test utils::payload::tests::read_i32_too_large ... ok
test utils::payload::tests::read_u32_or_defaults ... ok
test utils::payload::tests::read_u32_or_present ... ok
test utils::payload::tests::read_u32_present ... ok
test utils::payload::tests::read_u32_too_large ... ok
test utils::payload::tests::read_u64_missing ... ok
test utils::payload::tests::read_u64_negative_rejected ... ok
test utils::payload::tests::read_u64_non_numeric_rejected ... ok
test utils::payload::tests::read_u64_null ... ok
test utils::payload::tests::read_u64_or_defaults ... ok
test utils::payload::tests::read_u64_or_present ... ok
test utils::payload::tests::read_u64_present ... ok
test utils::payload::tests::read_u64_string_number ... ok
test utils::profile::tests::test_action_delay_behavior_creation ... ok
test utils::profile::tests::test_all_presets ... ok
test utils::profile::tests::test_browser_profile_action_delay_behavior ... ok
test utils::profile::tests::test_browser_profile_click_behavior ... ok
test utils::profile::tests::test_browser_profile_cursor_behavior ... ok
test utils::profile::tests::test_browser_profile_cursor_movement_config ... ok
test utils::profile::tests::test_browser_profile_from_preset_average ... ok
test utils::profile::tests::test_browser_profile_from_preset_teen ... ok
test utils::profile::tests::test_browser_profile_typing_behavior ... ok
test utils::profile::tests::test_click_behavior_creation ... ok
test utils::profile::tests::test_cursor_behavior_creation ... ok
test utils::profile::tests::test_browser_profile_random_cursor_safe_edge_ratio ... ok
test utils::profile::tests::test_browser_profile_scroll_behavior ... ok
test utils::profile::tests::test_cursor_behavior_fast_interval ... ok
test utils::profile::tests::test_cursor_behavior_normal_interval ... ok
test utils::profile::tests::test_cursor_behavior_to_movement_config ... ok
test utils::profile::tests::test_derived_behaviors_are_within_bounds ... ok
test utils::profile::tests::test_profile_param_new ... ok
test utils::profile::tests::test_profile_param_random ... ok
test utils::profile::tests::test_profile_param_random_clamped ... ok
test utils::profile::tests::test_profile_param_random_u32 ... ok
test utils::profile::tests::test_profile_param_random_u64 ... ok
test utils::profile::tests::test_cursor_behavior_slow_interval ... ok
test utils::profile::tests::test_profile_param_zero_deviation ... ok
test utils::profile::tests::test_profile_preset_adaptive ... ok
test utils::profile::tests::test_profile_preset_average ... ok
test utils::profile::tests::test_profile_preset_analytical ... ok
test utils::profile::tests::test_profile_preset_casual ... ok
test utils::profile::tests::test_profile_preset_cautious ... ok
test utils::profile::tests::test_profile_preset_distracted ... ok
test utils::profile::tests::test_profile_preset_enthusiast ... ok
test utils::profile::tests::test_profile_preset_focused ... ok
test utils::profile::tests::test_profile_preset_professional ... ok
test utils::profile::tests::test_profile_preset_expert ... ok
test utils::profile::tests::test_profile_preset_novice ... ok
test utils::profile::tests::test_profile_preset_impatient ... ok
test utils::profile::tests::test_profile_preset_researcher ... ok
test utils::profile::tests::test_profile_preset_power_user ... ok
test utils::profile::tests::test_profile_preset_erratic ... ok
test utils::profile::tests::test_profile_preset_stressed ... ok
test utils::profile::tests::test_profile_preset_teen ... ok
test utils::profile::tests::test_profile_preset_thorough ... ok
test utils::profile::tests::test_profile_preset_senior ... ok
test utils::profile::tests::test_profile_preset_leisure ... ok
test utils::profile::tests::test_profile_preset_quick_scanner ... ok
test utils::profile::tests::test_random_preset ... ok
test utils::profile::tests::test_profile_runtime_creation ... ok
test utils::profile::tests::test_random_preset_distribution ... ok
test utils::profile::tests::test_random_preset_returns_valid_preset ... ok
test utils::profile::tests::test_randomize_profile ... ok
test utils::profile::tests::test_randomize_profile_preserves_preset_name ... ok
test utils::profile::tests::test_randomize_profile_produces_variation ... ok
test utils::profile::tests::test_runtime_snapshot_is_stable_shape ... ok
test utils::profile::tests::test_typing_behavior_creation ... ok
test utils::profile::tests::test_scroll_behavior_creation ... ok
test utils::profile::tests::test_typing_speed_table_is_slowed_down ... ok
test utils::profile::tests::test_typo_recovery_table_stays_under_100 ... ok
test utils::scroll::tests::test_scroll_backtrack_distance ... ok
test utils::scroll::tests::test_scroll_backtrack_probability ... ok
test utils::scroll::tests::test_scroll_direction_probability ... ok
test utils::scroll::tests::test_scroll_amount_bounds ... ok
test utils::scroll::tests::test_scroll_distance_calculation_element_above_viewport ... ok
test utils::scroll::tests::test_scroll_distance_calculation_max_scroll_clamp ... ok
test utils::scroll::tests::test_scroll_distance_calculation_element_below_viewport ... ok
test utils::scroll::tests::test_scroll_distance_calculation_negative_delta ... ok
test utils::scroll::tests::test_scroll_distance_calculation_zero_delta ... ok
test utils::scroll::tests::test_scroll_distance_calculation_window_scroller ... ok
test utils::scroll::tests::test_scroll_duration_bounds ... ok
test utils::scroll::tests::test_scroll_duration_calculation ... ok
test utils::scroll::tests::test_scroll_duration_edge_cases ... ok
test utils::scroll::tests::test_scroll_duration_small_amount ... ok
test utils::scroll::tests::test_scroll_easing_function ... ok
test utils::scroll::tests::test_scroll_into_view_js_structure ... ok
test utils::scroll::tests::test_scroll_jitter_calculation ... ok
test utils::scroll::tests::test_scroll_pause_range ... ok
test utils::scroll::tests::test_scroll_smooth_by_above_threshold ... ok
test utils::scroll::tests::test_smooth_scroll_js_has_easing ... ok
test utils::scroll::tests::test_scroll_smooth_by_threshold ... ok
test utils::scroll::tests::test_target_visibility_js_generation ... ok
test utils::scroll::tests::test_scroll_step_size_calculation ... ok
test utils::tests::test_utils_module_compiles ... ok
test utils::text::tests::preview_and_truncate_are_char_safe ... ok
test utils::text::tests::preview_chars_empty_string ... ok
test utils::text::tests::preview_chars_exact_length ... ok
test utils::text::tests::preview_chars_longer_than_text ... ok
test utils::text::tests::preview_chars_mixed_unicode ... ok
test utils::text::tests::preview_chars_multibyte_characters ... ok
test task::dsl::parser::tests::proptests::test_parameter_def_yaml_round_trip ... ok
test utils::text::tests::preview_chars_newlines ... ok
test utils::text::tests::preview_chars_single_character ... ok
test utils::text::tests::preview_chars_tabs ... ok
test utils::text::tests::preview_chars_whitespace ... ok
test utils::text::tests::preview_chars_zero_limit ... ok
test utils::text::tests::test_preview_chars_combining_characters ... ok
test utils::text::tests::test_preview_chars_surrogate_pair ... ok
test utils::text::tests::test_preview_chars_with_zero_width_characters ... ok
test utils::text::tests::test_preview_chars_with_variation_selectors ... ok
test utils::text::tests::test_truncate_chars_multibyte_chars ... ok
test utils::text::tests::test_truncate_chars_with_emoji_zwj ... ok
test utils::text::tests::preview_chars_special_chars ... ok
test utils::text::tests::test_truncate_chars_with_zero_width_characters ... ok
test utils::text::tests::test_truncate_with_ellipsis_no_truncation_needed ... ok
test utils::text::tests::test_truncate_chars_zero_width_joiner ... ok
test utils::text::tests::test_truncate_with_ellipsis_preserves_zero_width ... ok
test utils::text::tests::test_truncate_with_ellipsis_unicode_ellipsis ... ok
test utils::text::tests::test_truncate_with_ellipsis_various_scripts ... ok
test utils::text::tests::test_truncate_with_ellipsis_very_short_limit ... ok
test utils::text::tests::test_truncate_with_ellipsis_with_emoji ... ok
test utils::text::tests::truncate_chars_empty_string ... ok
test utils::text::tests::truncate_chars_exact_length ... ok
test utils::text::tests::truncate_chars_longer_than_text ... ok
test utils::text::tests::truncate_chars_mixed_unicode ... ok
test utils::text::tests::truncate_chars_multibyte_characters ... ok
test utils::text::tests::truncate_chars_special_chars ... ok
test utils::text::tests::truncate_chars_whitespace ... ok
test utils::text::tests::truncate_chars_single_character ... ok
test utils::text::tests::truncate_chars_tabs ... ok
test utils::text::tests::truncate_chars_newlines ... ok
test utils::text::tests::truncate_chars_zero_limit ... ok
test utils::text::tests::truncate_with_ellipsis_emoji_sequence ... ok
test utils::text::tests::truncate_with_ellipsis_empty_string ... ok
test utils::text::tests::truncate_with_ellipsis_exact_length ... ok
test utils::text::tests::truncate_with_ellipsis_mixed_unicode ... ok
test utils::text::tests::truncate_with_ellipsis_limit_equals_ellipsis_length ... ok
test utils::text::tests::truncate_with_ellipsis_newlines ... ok
test utils::text::tests::truncate_with_ellipsis_multibyte_characters ... ok
test utils::text::tests::truncate_with_ellipsis_no_truncation_needed ... ok
test utils::text::tests::truncate_with_ellipsis_one_less_than_ellipsis ... ok
test utils::text::tests::truncate_with_ellipsis_preserves_utf8 ... ok
test utils::text::tests::truncate_with_ellipsis_shorter_than_ellipsis ... ok
test utils::text::tests::truncate_with_ellipsis_truncates_and_adds_ellipsis ... ok
test utils::text::tests::truncate_with_ellipsis_very_long_text ... ok
test utils::text::tests::truncate_with_ellipsis_whitespace ... ok
test utils::text::tests::truncate_with_ellipsis_zero_limit ... ok
test utils::timing::tests::duration_with_variance_zero_returns_base ... ok
test utils::timing::tests::duration_with_variance_stays_within_bounds ... ok
[2m2026-06-01T16:14:58.719753Z[0m [34mDEBUG[0m [2mhyper_util::client::legacy::connect::http[0m[2m:[0m connecting to 127.0.0.1:11434
test utils::timing::tests::test_clustered_pause_minimal ... ok
